Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,b2fd357c852d458f8ea4fa557c68b37f,2026-08-27T13:52:25Z,1,Poser's Anthem(positive),f3bec651395541a785c71c44ec9f43ce
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,b2fd357c852d458f8ea4fa557c68b37f,2026-08-27T13:52:25Z,2,"There's a gun in Destiny 2 that sounds almost exactly like the main beat if this song and it took me YEARS to successfully identify it. Haunted me every time we were forced to use it. Anyway, as someone who cannot get a girl while his best friend can: moving my body did not help and I am sueing Robbie Williams.",f3bec651395541a785c71c44ec9f43ce
spotify:track:0D2t9hxLR86LXCTjSngqyC,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0ikz6tENMONtK6qGkOrU3c,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0Ja4hLKiUSw01E01pJ1yGr,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,2,Banger,f3bec651395541a785c71c44ec9f43ce
spotify:track:0tV9rv9u4pT5RDdIrGt2SE,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,2,I do love this tune a lot!,f3bec651395541a785c71c44ec9f43ce
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:2TxCwUlqaOH3TIyJqGgR91,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:3J0AoQhAufniMrznCRJASD,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,1,"Another lush story, love this",f3bec651395541a785c71c44ec9f43ce
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,ec6e845efede4f3abfce9ac2b3254ff7,2026-08-27T14:08:13Z,1,I love this story! Great track as well,f3bec651395541a785c71c44ec9f43ce
spotify:track:0Ja4hLKiUSw01E01pJ1yGr,555c7be4f519498e97a6bf62888fb0df,2026-08-27T14:25:53Z,2,,f3bec651395541a785c71c44ec9f43ce
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,555c7be4f519498e97a6bf62888fb0df,2026-08-27T14:25:53Z,1,"As someone who survived spice fever, how dare you ",f3bec651395541a785c71c44ec9f43ce
spotify:track:2NhU1OSlnCejzyQ6UmUoOl,555c7be4f519498e97a6bf62888fb0df,2026-08-27T14:25:53Z,3,This is such a banger and is also the reason so many people are called Kayleigh…,f3bec651395541a785c71c44ec9f43ce
spotify:track:2QyGSbGdT9suKuDKwnjwH9,555c7be4f519498e97a6bf62888fb0df,2026-08-27T14:25:53Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:2TxCwUlqaOH3TIyJqGgR91,555c7be4f519498e97a6bf62888fb0df,2026-08-27T14:25:53Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,555c7be4f519498e97a6bf62888fb0df,2026-08-27T14:25:53Z,2,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0D2t9hxLR86LXCTjSngqyC,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,2,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0Ja4hLKiUSw01E01pJ1yGr,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0tV9rv9u4pT5RDdIrGt2SE,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,I know this song from Chicken Run.,f3bec651395541a785c71c44ec9f43ce
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,Definitely one of my first too.,f3bec651395541a785c71c44ec9f43ce
spotify:track:2NhU1OSlnCejzyQ6UmUoOl,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:2QyGSbGdT9suKuDKwnjwH9,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:3J0AoQhAufniMrznCRJASD,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,0,3am salad bar sounds like a weird dream.,f3bec651395541a785c71c44ec9f43ce
spotify:track:3msWMtvgVFVAzkcAakFMIy,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,Why is there a pirate song in there? [Not a complaint],f3bec651395541a785c71c44ec9f43ce
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,5d67307c492249f2b00f7b3276919ef5,2026-08-27T15:38:00Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0D2t9hxLR86LXCTjSngqyC,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,One of my earliest drawings of a person was of the orange-jumpsuit & conical hat costume they wear in the video for this.,f3bec651395541a785c71c44ec9f43ce
spotify:track:0ikz6tENMONtK6qGkOrU3c,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,"I was shamefully a horrible little homophobic kid at times because the 90s were not always as nice as they're remembered. George Michael was a target of that at times, especially with the 'outdoor bathroom' incident and it took a long time for me to finally appreciate and respect him as a musician. I wish I had done so a lot earlier.

But it still wouldn't have made this song any better.",f3bec651395541a785c71c44ec9f43ce
spotify:track:0Ja4hLKiUSw01E01pJ1yGr,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,One of the best songs of the 90s from one of the best albums of the 90s.,f3bec651395541a785c71c44ec9f43ce
spotify:track:0tV9rv9u4pT5RDdIrGt2SE,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,I think this might have been in an advert in the late 80s/early 90s? I certainly also remember it from my childhood.,f3bec651395541a785c71c44ec9f43ce
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,"Not their best song, but people who weren't around then just don't understand the impact this had on release.",f3bec651395541a785c71c44ec9f43ce
spotify:track:2NhU1OSlnCejzyQ6UmUoOl,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,"I fucking love Marillion and this comes from the first album of theirs that I heard. The first dance at our wedding was also 'Lavender' from this same album. However, OPTIMUS PRIME FUCKING DIED.

Fun fact, there was a surge of women named 'Kayleigh' in the late 80s because of this song.",f3bec651395541a785c71c44ec9f43ce
spotify:track:2QyGSbGdT9suKuDKwnjwH9,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,10,"OPTIMUS PRIME WAS MY REPLACEMENT DAD AND HE JUST FUCKING DIED.

This was the first song after the first dance at our wedding.",f3bec651395541a785c71c44ec9f43ce
spotify:track:2TxCwUlqaOH3TIyJqGgR91,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,"ABBA seemed to be absolutely everywhere in the 90s and it drove me up the wall, especially as my sister had ABBA Gold. (Remember that ABBA night ITV did once?) It's taken me years to eventually get over the PTSD and enjoy them for myself. This is a decent one of their hits.",f3bec651395541a785c71c44ec9f43ce
spotify:track:3J0AoQhAufniMrznCRJASD,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,"I'm a big Roy Orbison fan so I love the original version of this. I don't think I've heard this cover before, but always liked Lauper's voice.",f3bec651395541a785c71c44ec9f43ce
spotify:track:3msWMtvgVFVAzkcAakFMIy,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,"I have never willingly put on Radio 4 in my life because I am an uncultured buffoon, but I applaud you for remembering this and submitting it.",f3bec651395541a785c71c44ec9f43ce
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,I'm worried I've cursed Madonna now by putting her on this LIST OF DEATH.,f3bec651395541a785c71c44ec9f43ce
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-08-28T11:31:42Z,0,Fond memories of going on a St. Johns Ambulance division camping trip the week this released and the song being played on cassette repeatedly in the minivan at every opportunity.,f3bec651395541a785c71c44ec9f43ce
spotify:track:0D2t9hxLR86LXCTjSngqyC,f1c713e8e22f4674a449cc92e27d3930,2026-08-30T07:24:32Z,1,"Honesty box, how many people mentally heard ""Ooo-arr, it's Ambrosia""?",f3bec651395541a785c71c44ec9f43ce
spotify:track:0ikz6tENMONtK6qGkOrU3c,f1c713e8e22f4674a449cc92e27d3930,2026-08-30T07:24:32Z,2,Excellently specific memory,f3bec651395541a785c71c44ec9f43ce
spotify:track:0Ja4hLKiUSw01E01pJ1yGr,f1c713e8e22f4674a449cc92e27d3930,2026-08-30T07:24:32Z,1,What I'm learning here is everyone is way too young,f3bec651395541a785c71c44ec9f43ce
spotify:track:2QyGSbGdT9suKuDKwnjwH9,f1c713e8e22f4674a449cc92e27d3930,2026-08-30T07:24:32Z,2,"RIP Optimus, killed by music",f3bec651395541a785c71c44ec9f43ce
spotify:track:2TxCwUlqaOH3TIyJqGgR91,f1c713e8e22f4674a449cc92e27d3930,2026-08-30T07:24:32Z,2,I've been re-enjoying ABBA recently so an extra point,f3bec651395541a785c71c44ec9f43ce
spotify:track:3msWMtvgVFVAzkcAakFMIy,f1c713e8e22f4674a449cc92e27d3930,2026-08-30T07:24:32Z,1,Genuinely nearly submitted Robert Palmer's Bad Case of Loving You because a local radio DJ used it as his jingle.,f3bec651395541a785c71c44ec9f43ce
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,f1c713e8e22f4674a449cc92e27d3930,2026-08-30T07:24:32Z,1,Can't Stop Voguing,f3bec651395541a785c71c44ec9f43ce
spotify:track:0ikz6tENMONtK6qGkOrU3c,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0Ja4hLKiUSw01E01pJ1yGr,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0tV9rv9u4pT5RDdIrGt2SE,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,2,,f3bec651395541a785c71c44ec9f43ce
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:2TxCwUlqaOH3TIyJqGgR91,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:3J0AoQhAufniMrznCRJASD,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,975e00647b384c8abeb378da24a134f7,2026-08-30T11:21:18Z,2,,f3bec651395541a785c71c44ec9f43ce
spotify:track:2NhU1OSlnCejzyQ6UmUoOl,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,0,When Doves Cry was definitely another early track on an album that felt like it was always on in my childhood. ,f3bec651395541a785c71c44ec9f43ce
spotify:track:2QyGSbGdT9suKuDKwnjwH9,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,2,"Yeah, this is good. And though I understand your reservations, particularly on round 1 of a new league, I still reserve the right to call you a coward, Jeff Wayne's War of the Worlds is unparalleled.",f3bec651395541a785c71c44ec9f43ce
spotify:track:2TxCwUlqaOH3TIyJqGgR91,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,1,I went through a phase of wrongfully disparaging Abba. It was childish and I am on the road to recovery. Here's a point to prove it. ,f3bec651395541a785c71c44ec9f43ce
spotify:track:3J0AoQhAufniMrznCRJASD,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,1,"It's a little slow, even as ballads go, but I do rather enjoy this. ",f3bec651395541a785c71c44ec9f43ce
spotify:track:3msWMtvgVFVAzkcAakFMIy,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,0,"This is like a classical music mash-up before EDM was a thing. Not sure I can get behind some of these choices though. I can't fathom what they were thinking when they put Greensleeves over What Shall  We Do with the Dunken Sailor, it just does not work! ",f3bec651395541a785c71c44ec9f43ce
spotify:track:3WFgRhgECxQYyy8Ldhk2PG,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,1,"Never thought I was much of a Madonna fan, but this is alright. ",f3bec651395541a785c71c44ec9f43ce
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,0,My mum was also a fan of Robbie and it was one of things she'd put on that I really didn't get on with.,f3bec651395541a785c71c44ec9f43ce
spotify:track:0D2t9hxLR86LXCTjSngqyC,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,0,"I know of it's significance, but I really don't get on with it, sorry! ",f3bec651395541a785c71c44ec9f43ce
spotify:track:0ikz6tENMONtK6qGkOrU3c,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,1,,f3bec651395541a785c71c44ec9f43ce
spotify:track:0Ja4hLKiUSw01E01pJ1yGr,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,3,"This is a banger, absolutely. And feel Reg Feats adjacent if only for the crabby cover ... ",f3bec651395541a785c71c44ec9f43ce
spotify:track:0tV9rv9u4pT5RDdIrGt2SE,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,0,Not sure about the message of this one 😬 ,f3bec651395541a785c71c44ec9f43ce
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,e4baba279a664e01b42eb740644f095c,2026-08-30T21:57:42Z,1,I value your honesty! ,f3bec651395541a785c71c44ec9f43ce
spotify:track:0gSEyG7pOFuHM05433EibX,555c7be4f519498e97a6bf62888fb0df,2026-09-03T07:19:26Z,4,"Points for Annie, and being one of the few songs I can actually listen to on this playlist!",b894c6c4d3f044589c300569dbac9481
spotify:track:0pQZMrYNcfwZbt2Zt0pjaA,555c7be4f519498e97a6bf62888fb0df,2026-09-03T07:19:26Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:25ZQZns0WZJXUlQ4c9dvWu,555c7be4f519498e97a6bf62888fb0df,2026-09-03T07:19:26Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:57eYHqwpTaG4H876McDVtD,555c7be4f519498e97a6bf62888fb0df,2026-09-03T07:19:26Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:6AseQHOmEvgjUC72f0qR3R,555c7be4f519498e97a6bf62888fb0df,2026-09-03T07:19:26Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0eL49L2aiJyXMVFLtQV1Lx,026acc5a18a94f2bb1097778a32a4dae,2026-09-03T08:47:33Z,4,"Fucks sake.

This is first. I got less than a minute in and read the lyrics.

As a dog owner, this destroyed me. ",b894c6c4d3f044589c300569dbac9481
spotify:track:0p2GvgD1B9DyqF0UlvHJAX,026acc5a18a94f2bb1097778a32a4dae,2026-09-03T08:47:33Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0pQZMrYNcfwZbt2Zt0pjaA,026acc5a18a94f2bb1097778a32a4dae,2026-09-03T08:47:33Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:1ANpTZZatHDu7djLoSbjSE,026acc5a18a94f2bb1097778a32a4dae,2026-09-03T08:47:33Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:3mSOH6u8lSkU5BwVEO8xww,026acc5a18a94f2bb1097778a32a4dae,2026-09-03T08:47:33Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:5Xak5fmy089t0FYmh3VJiY,026acc5a18a94f2bb1097778a32a4dae,2026-09-03T08:47:33Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:6AseQHOmEvgjUC72f0qR3R,026acc5a18a94f2bb1097778a32a4dae,2026-09-03T08:47:33Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0eL49L2aiJyXMVFLtQV1Lx,b2fd357c852d458f8ea4fa557c68b37f,2026-09-03T11:48:34Z,4,Call me Woke but I think maybe putting the Dog into space was a little bit mean to the Dog,b894c6c4d3f044589c300569dbac9481
spotify:track:0gSEyG7pOFuHM05433EibX,b2fd357c852d458f8ea4fa557c68b37f,2026-09-03T11:48:34Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0p2GvgD1B9DyqF0UlvHJAX,b2fd357c852d458f8ea4fa557c68b37f,2026-09-03T11:48:34Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0pQZMrYNcfwZbt2Zt0pjaA,b2fd357c852d458f8ea4fa557c68b37f,2026-09-03T11:48:34Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:25ZQZns0WZJXUlQ4c9dvWu,b2fd357c852d458f8ea4fa557c68b37f,2026-09-03T11:48:34Z,2,"One of those ones that has been used for comedy/irony enough times that the impact is a bit lessened, but devoid of that context it does absolutely hit.",b894c6c4d3f044589c300569dbac9481
spotify:track:6AseQHOmEvgjUC72f0qR3R,b2fd357c852d458f8ea4fa557c68b37f,2026-09-03T11:48:34Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0gSEyG7pOFuHM05433EibX,434aef1105394dc9a3b534b335e73b2a,2026-09-04T07:04:30Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:0pQZMrYNcfwZbt2Zt0pjaA,434aef1105394dc9a3b534b335e73b2a,2026-09-04T07:04:30Z,3,,b894c6c4d3f044589c300569dbac9481
spotify:track:1ANpTZZatHDu7djLoSbjSE,434aef1105394dc9a3b534b335e73b2a,2026-09-04T07:04:30Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:3UqHlIBI771FNCiLY5MKrp,434aef1105394dc9a3b534b335e73b2a,2026-09-04T07:04:30Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:5Xak5fmy089t0FYmh3VJiY,434aef1105394dc9a3b534b335e73b2a,2026-09-04T07:04:30Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:6AseQHOmEvgjUC72f0qR3R,434aef1105394dc9a3b534b335e73b2a,2026-09-04T07:04:30Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0gSEyG7pOFuHM05433EibX,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-09-04T08:58:15Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:1ANpTZZatHDu7djLoSbjSE,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-09-04T08:58:15Z,3,,b894c6c4d3f044589c300569dbac9481
spotify:track:25ZQZns0WZJXUlQ4c9dvWu,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-09-04T08:58:15Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:57eYHqwpTaG4H876McDVtD,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-09-04T08:58:15Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:5Xak5fmy089t0FYmh3VJiY,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-09-04T08:58:15Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:6AseQHOmEvgjUC72f0qR3R,b49a4cb5ad234418b3ff4bdfd2ab321f,2026-09-04T08:58:15Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:0gSEyG7pOFuHM05433EibX,1af891d6b3bf4540a518ddd5b310e3b9,2026-09-04T13:46:11Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:1ANpTZZatHDu7djLoSbjSE,1af891d6b3bf4540a518ddd5b310e3b9,2026-09-04T13:46:11Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:25ZQZns0WZJXUlQ4c9dvWu,1af891d6b3bf4540a518ddd5b310e3b9,2026-09-04T13:46:11Z,2,,b894c6c4d3f044589c300569dbac9481
spotify:track:3mSOH6u8lSkU5BwVEO8xww,1af891d6b3bf4540a518ddd5b310e3b9,2026-09-04T13:46:11Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:3UqHlIBI771FNCiLY5MKrp,1af891d6b3bf4540a518ddd5b310e3b9,2026-09-04T13:46:11Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:57eYHqwpTaG4H876McDVtD,1af891d6b3bf4540a518ddd5b310e3b9,2026-09-04T13:46:11Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:5Xak5fmy089t0FYmh3VJiY,1af891d6b3bf4540a518ddd5b310e3b9,2026-09-04T13:46:11Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0eL49L2aiJyXMVFLtQV1Lx,c9020fb4892a4c77aaeded2efd21f9b4,2026-09-06T04:13:26Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0p2GvgD1B9DyqF0UlvHJAX,c9020fb4892a4c77aaeded2efd21f9b4,2026-09-06T04:13:26Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:0pQZMrYNcfwZbt2Zt0pjaA,c9020fb4892a4c77aaeded2efd21f9b4,2026-09-06T04:13:26Z,1,,b894c6c4d3f044589c300569dbac9481
spotify:track:1ANpTZZatHDu7djLoSbjSE,c9020fb4892a4c77aaeded2efd21f9b4,2026-09-06T04:13:26Z,2,,b894c6c4d3f044589c300569dbac9481
